order_id,user_id,order_amount,channel
ORD004536,20436,107.06,WeChat_Mini
ORD004537,39658,70.62,Kuaishou
ORD004538,41077,75.56,Kuaishou
ORD004539,30721,166.17,Douyin
ORD004540,30672,39.17,App
ORD004541,30403,426.73,WeChat_Mini
ORD004542,22611,20.97,WeChat_Mini
ORD004543,37302,55.81,WeChat_Mini
ORD004544,28047,121.05,App
ORD004545,38538,143.66,App
ORD004546,15201,83.06,App
ORD004547,31165,85.98,App
ORD004548,36648,125.02,App
ORD004549,8954,74.82,Douyin
ORD004550,16115,274.39,WeChat_Mini
ORD004551,1226,176.18,WeChat_Mini
ORD004552,7855,180.96,Douyin
ORD004553,23816,41.56,WeChat_Mini
ORD004554,5172,84.48,App
ORD004555,18937,70.78,WeChat_Mini
ORD004556,27896,40.27,App
ORD004557,39772,120.08,WeChat_Mini
ORD004558,35126,58.55,WeChat_Mini
ORD004559,35741,152.07,nan
ORD004560,42453,38.24,WeChat_Mini
ORD004561,29816,356.11,WeChat_Mini
ORD004562,1184,43.94,WeChat_Mini
ORD004563,8426,107.28,App
ORD004564,44731,169.61,Kuaishou
ORD004565,39777,57.02,WeChat_Mini
ORD004566,24981,178.03,App
ORD004567,6104,33.67,App
ORD004568,13682,287.64,Douyin
ORD004569,25573,91.04,WeChat_Mini
ORD004570,45396,55.86,App
ORD004571,45705,70.86,App
ORD004572,44512,171.94,WeChat_Mini
ORD004573,20869,56.4,App
ORD004574,20926,49.43,nan
ORD004575,4456,75.4,App
ORD004576,20927,35.11,App
ORD004577,46356,386.23,App
ORD004578,38944,57.22,Douyin
ORD004579,49517,175.09,App
ORD004580,46515,106.44,WeChat_Mini
ORD004581,1270,40.95,Douyin
ORD004582,43551,89.59,Kuaishou
ORD004583,6179,168.54,WeChat_Mini
ORD004584,18963,77.43,App
ORD004585,36315,233.81,WeChat_Mini
ORD004586,41082,203.81,App
ORD004587,37873,187.75,App
ORD004588,36162,62.32,App
ORD004589,43867,37.94,Douyin
ORD004590,16781,55.1,Douyin
ORD004591,38654,105.32,App
ORD004592,20650,139.3,Kuaishou
ORD004593,9640,15.84,WeChat_Mini
ORD004594,27389,89.43,App
ORD004595,26269,102.15,nan
ORD004596,42066,72.09,App
ORD004597,11044,252.91,Douyin
ORD004598,4413,126.14,WeChat_Mini
ORD004599,3350,256.76,nan
ORD004600,25452,75.73,Douyin
ORD004601,36730,190.56,WeChat_Mini
ORD004602,4866,332.97,Douyin
ORD004603,24047,257.07,App
ORD004604,4348,37.57,App
ORD004605,42435,73.48,WeChat_Mini
ORD004606,35384,68.3,WeChat_Mini
ORD004607,22103,133.14,App
ORD004608,7254,155.88,Douyin
ORD004609,31107,46.01,Douyin
ORD004610,23727,95.04,App
ORD004611,15516,17.89,WeChat_Mini
ORD004612,27823,285.3,WeChat_Mini
ORD004613,39740,59.75,WeChat_Mini
ORD004614,7752,94.13,App
ORD004615,16182,70.27,App
ORD004616,35206,225.16,nan
ORD004617,37823,9.3,WeChat_Mini
ORD004618,3512,88.83,WeChat_Mini
ORD004619,33761,82.71,WeChat_Mini
ORD004620,20942,62.62,Douyin
ORD004621,1408,358.16,Douyin
ORD004622,19234,44.26,App
ORD004623,11474,166.91,WeChat_Mini
ORD004624,5351,119.7,nan
ORD004625,19438,246.96,WeChat_Mini
ORD004626,25575,52.79,Kuaishou
ORD004627,20194,50.08,App
ORD004628,35681,216.34,App
ORD004629,26088,126.5,App
ORD004630,47572,26.16,App
ORD004631,11310,58.47,nan
ORD004632,11981,122.62,nan
ORD004633,16907,175.95,Kuaishou
ORD004634,10595,52.28,WeChat_Mini
ORD004635,10918,8.75,WeChat_Mini
ORD004636,23583,136.81,Douyin
ORD004637,23563,33.91,App
ORD004638,24511,17.92,WeChat_Mini
ORD004639,42924,9.34,WeChat_Mini
ORD004640,17363,172.64,App
ORD004641,42316,99.77,App
ORD004642,31131,75.15,App
ORD004643,20347,273.48,WeChat_Mini
ORD004644,29545,149.88,Douyin
ORD004645,19160,328.01,WeChat_Mini
ORD004646,17697,29.54,WeChat_Mini
ORD004647,38342,87.56,App
ORD004648,44755,24.7,WeChat_Mini
ORD004649,32228,74.93,Douyin
ORD004650,35995,73.78,Douyin
ORD004651,15232,148.6,nan
ORD004652,44366,93.36,App
ORD004653,36454,148.22,Douyin
ORD004654,33128,158.02,nan
ORD004655,47900,504.69,Kuaishou
ORD004656,6469,69.95,App
ORD004657,15394,42.4,WeChat_Mini
ORD004658,43609,109.6,WeChat_Mini
ORD004659,36956,47.38,WeChat_Mini
ORD004660,11697,294.59,App
ORD004661,37392,71.77,App
ORD004662,24960,57.26,Douyin
ORD004663,15594,61.74,WeChat_Mini
ORD004664,13421,159.93,nan
ORD004665,39671,79.34,App
ORD004666,21018,53.87,WeChat_Mini
ORD004667,8258,341.14,App
ORD004668,40014,45.38,App
ORD004669,1606,92.62,Douyin
ORD004670,11791,151.69,WeChat_Mini
ORD004671,42396,24.41,nan
ORD004672,9326,132.19,App
ORD004673,33934,38.7,WeChat_Mini
ORD004674,39518,173.86,nan
ORD004675,42491,41.67,App
ORD004676,9744,156.68,WeChat_Mini
ORD004677,1017,218.04,nan
ORD004678,38934,179.32,App
ORD004679,11667,110.06,App
ORD004680,11686,74.81,App
ORD004681,19667,56.76,WeChat_Mini
ORD004682,43339,292.02,App
ORD004683,16533,51.44,WeChat_Mini
ORD004684,22344,39.27,Douyin
ORD004685,27265,153.28,App
ORD004686,5993,47.61,App
ORD004687,17949,42.1,WeChat_Mini
ORD004688,10327,28.36,WeChat_Mini
ORD004689,1224,61.17,WeChat_Mini
ORD004690,40083,84.25,WeChat_Mini
ORD004691,4881,109.34,App
ORD004692,36383,192.68,WeChat_Mini
ORD004693,40584,137.21,App
ORD004694,21794,77.27,Douyin
ORD004695,24758,76.82,Douyin
ORD004696,18940,135.39,WeChat_Mini
ORD004697,43716,249.15,WeChat_Mini
ORD004698,21936,99.59,WeChat_Mini
ORD004699,43017,61.85,Douyin
ORD004700,25926,40.68,nan
ORD004701,43903,28.33,Douyin
ORD004702,22381,153.39,WeChat_Mini
ORD004703,12608,142.93,App
ORD004704,10413,142.86,App
ORD004705,2649,81.21,WeChat_Mini
ORD004706,11651,277.42,App
ORD004707,38522,61.11,WeChat_Mini
ORD004708,48004,193.29,App
ORD004709,18282,87.27,App
ORD004710,15135,55.33,WeChat_Mini
ORD004711,18808,144.61,WeChat_Mini
ORD004712,6755,124.92,WeChat_Mini
ORD004713,7899,119.77,App
ORD004714,27393,96.06,App
ORD004715,41835,87.33,App
ORD004716,40790,608.32,nan
ORD004717,14338,232.16,Douyin
ORD004718,3193,160.49,App
ORD004719,47081,98.44,WeChat_Mini
ORD004720,41133,201.49,App
ORD004721,30514,136.24,App
ORD004722,45003,91.92,App
ORD004723,25321,70.61,App
ORD004724,13054,84.37,Douyin
ORD004725,19283,7.13,Kuaishou
ORD004726,21587,106.54,App
ORD004727,40281,60.9,Kuaishou
ORD004728,37610,321.87,Douyin
ORD004729,22101,91.42,Douyin
ORD004730,43653,34.77,App
ORD004731,15059,86.5,App
ORD004732,41390,38.98,WeChat_Mini
ORD004733,32209,131.46,Kuaishou
ORD004734,44969,113.61,App
ORD004735,47416,193.69,WeChat_Mini
ORD004736,48755,47.81,WeChat_Mini
ORD004737,23806,92.5,App
ORD004738,47967,30.2,WeChat_Mini
ORD004739,28448,157.78,WeChat_Mini
ORD004740,6892,136.33,App
ORD004741,49088,133.84,App
ORD004742,12018,90.13,App
ORD004743,33679,125.44,WeChat_Mini
ORD004744,25461,324.89,Kuaishou
ORD004745,49851,71.66,WeChat_Mini
ORD004746,42069,100.58,WeChat_Mini
ORD004747,9307,37.75,Kuaishou
ORD004748,8108,44.94,nan
ORD004749,33243,97.34,WeChat_Mini
ORD004750,5352,217.71,WeChat_Mini
ORD004751,28969,73.33,WeChat_Mini
ORD004752,48875,74.53,App
ORD004753,38634,65.01,App
ORD004754,47411,58.69,WeChat_Mini
ORD004755,15043,113.97,nan
ORD004756,17851,27.17,WeChat_Mini
ORD004757,23163,250.82,App
ORD004758,23550,52.86,WeChat_Mini
ORD004759,14916,160.38,WeChat_Mini
ORD004760,5882,32.59,WeChat_Mini
ORD004761,7158,153.71,WeChat_Mini
ORD004762,16120,154.09,WeChat_Mini
ORD004763,32491,122.41,Douyin
ORD004764,6693,40.63,App
ORD004765,7270,109.91,App
ORD004766,25837,34.94,Kuaishou
ORD004767,7821,73.54,App
ORD004768,2202,205.11,WeChat_Mini
ORD004769,8331,170.27,WeChat_Mini
ORD004770,12114,91.12,App
ORD004771,17331,41.27,Douyin
ORD004772,8628,150.88,App
ORD004773,11705,91.42,Douyin
ORD004774,10549,14.07,App
ORD004775,41323,168.36,App
ORD004776,6136,88.29,App
ORD004777,37447,235.56,Kuaishou
ORD004778,4148,37.48,App
ORD004779,1783,7.09,WeChat_Mini
ORD004780,41678,112.54,WeChat_Mini
ORD004781,33352,113.66,App
ORD004782,18761,23.28,App
ORD004783,4552,41.15,Douyin
ORD004784,47261,815.8,App
ORD004785,2225,70.49,nan
ORD004786,34607,161.54,WeChat_Mini
ORD004787,21622,53.49,App
ORD004788,30667,16.91,App
ORD004789,42180,78.55,WeChat_Mini
ORD004790,10911,72.79,App
ORD004791,29742,65.37,WeChat_Mini
ORD004792,44917,82.13,Douyin
ORD004793,40677,111.21,Douyin
ORD004794,34836,79.83,Douyin
ORD004795,32549,32.75,App
ORD004796,36618,132.81,WeChat_Mini
ORD004797,16485,18.93,Kuaishou
ORD004798,2604,17.46,App
ORD004799,23170,162.61,App
ORD004800,33135,135.05,App
ORD004801,31975,85.98,Douyin
ORD004802,31478,29.48,App
ORD004803,34071,51.09,Douyin
ORD004804,2688,72.95,Douyin
ORD004805,35266,25.11,Douyin
ORD004806,19986,49.84,WeChat_Mini
ORD004807,11526,151.69,Douyin
ORD004808,42699,281.98,WeChat_Mini
ORD004809,29937,64.36,App
ORD004810,12734,164.88,App
ORD004811,31160,19.47,App
ORD004812,34354,152.56,WeChat_Mini
ORD004813,10227,47.32,WeChat_Mini
ORD004814,36861,115.11,App
ORD004815,7178,73.83,nan
ORD004816,41574,258.87,App
ORD004817,32805,44.72,WeChat_Mini
ORD004818,4845,148.72,App
ORD004819,33409,71.98,App
ORD004820,41564,79.31,WeChat_Mini
ORD004821,1037,77.7,WeChat_Mini
ORD004822,16493,45.76,WeChat_Mini
ORD004823,3463,89.01,WeChat_Mini
ORD004824,27803,85.62,WeChat_Mini
ORD004825,21453,109.18,App
ORD004826,16282,96.31,App
ORD004827,32401,170.44,App
ORD004828,18878,188.45,App
ORD004829,34386,38.84,App
ORD004830,14833,180.37,WeChat_Mini
ORD004831,11926,34.85,Douyin
ORD004832,49119,144.07,App
ORD004833,34196,147.79,App
ORD004834,24455,19.51,WeChat_Mini
ORD004835,32170,96.97,App
ORD004836,7043,61.88,Douyin
ORD004837,3523,49.06,Douyin
ORD004838,15429,265.25,nan
ORD004839,19150,53.36,App
ORD004840,27591,47.22,App
ORD004841,38294,95.64,App
ORD004842,21491,155.78,WeChat_Mini
ORD004843,47064,80.37,App
ORD004844,7142,228.86,Douyin
ORD004845,23998,137.66,App
ORD004846,22012,15.76,WeChat_Mini
ORD004847,29931,58.93,WeChat_Mini
ORD004848,6936,57.43,Kuaishou
ORD004849,17806,132.09,App
ORD004850,17798,11.02,App
ORD004851,2834,691.74,App
ORD004852,45248,137.66,App
ORD004853,15316,101.4,WeChat_Mini
ORD004854,40029,231.66,App
ORD004855,38920,586.94,WeChat_Mini
ORD004856,28051,180.66,Kuaishou
ORD004857,10140,192.3,WeChat_Mini
ORD004858,21175,99.94,App
ORD004859,41495,80.38,WeChat_Mini
ORD004860,42622,61.52,Douyin
ORD004861,39217,46.48,WeChat_Mini
ORD004862,13112,51.96,App
ORD004863,3552,30.56,App
ORD004864,43737,84.72,App
ORD004865,34376,23.39,WeChat_Mini
ORD004866,2990,104.87,WeChat_Mini
ORD004867,46852,87.44,Douyin
ORD004868,18828,101.25,nan
ORD004869,19740,59.28,App
ORD004870,5047,1055.2,App
ORD004871,47022,267.23,App
ORD004872,24680,33.26,App
ORD004873,45479,108.45,nan
ORD004874,32317,55.35,WeChat_Mini
ORD004875,24291,39.98,WeChat_Mini
ORD004876,36830,30.81,WeChat_Mini
ORD004877,25103,127.2,Douyin
ORD004878,21215,52.19,Kuaishou
ORD004879,27747,195.25,WeChat_Mini
ORD004880,1022,199.34,Douyin
ORD004881,17825,270.19,App
ORD004882,6658,45.52,App
ORD004883,3594,131.67,WeChat_Mini
ORD004884,15131,149.3,Douyin
ORD004885,16565,61.6,WeChat_Mini
ORD004886,23432,48.55,WeChat_Mini
ORD004887,16834,326.23,WeChat_Mini
ORD004888,9612,107.99,App
ORD004889,41390,149.72,App
ORD004890,36804,46.63,App
ORD004891,35855,33.94,Douyin
ORD004892,28044,57.08,Douyin
ORD004893,12227,81.51,App
ORD004894,39972,38.42,App
ORD004895,10967,89.31,WeChat_Mini
ORD004896,11942,23.32,Douyin
ORD004897,29312,36.74,App
ORD004898,12008,153.97,App
ORD004899,14077,145.92,App
ORD004900,44197,65.79,Kuaishou
ORD004901,14896,39.88,App
ORD004902,1066,39.57,App
ORD004903,14117,66.78,App
ORD004904,13894,150.75,WeChat_Mini
ORD004905,12367,189.16,Kuaishou
ORD004906,43628,60.51,Douyin
ORD004907,43100,35.77,App
ORD004908,35417,111.53,App
ORD004909,18539,46.58,WeChat_Mini
ORD004910,29082,59.47,Douyin
ORD004911,16726,259.88,App
ORD004912,10567,174.46,App
ORD004913,49540,102.14,nan
ORD004914,49882,32.54,WeChat_Mini
ORD004915,29906,106.6,Kuaishou
ORD004916,9432,210.63,App
ORD004917,43595,66.65,App
ORD004918,48551,265.31,Kuaishou
ORD004919,3675,253.2,App
ORD004920,11665,340.69,Douyin
ORD004921,20591,114.92,WeChat_Mini
ORD004922,7700,144.01,App
ORD004923,36649,279.04,WeChat_Mini
ORD004924,14612,128.76,Douyin
ORD004925,8905,60.28,WeChat_Mini
ORD004926,4244,62.88,WeChat_Mini
ORD004927,11968,108.95,WeChat_Mini
ORD004928,46780,32.06,App
ORD004929,14382,80.27,App
ORD004930,22169,216.42,App
ORD004931,23970,15.6,Douyin
ORD004932,48695,307.23,App
ORD004933,49721,220.94,App
ORD004934,18978,62.31,WeChat_Mini
ORD004935,17127,139.03,WeChat_Mini
ORD004936,36896,90.24,App
ORD004937,33575,240.81,App
ORD004938,22385,197.58,WeChat_Mini
ORD004939,45272,29.37,WeChat_Mini
ORD004940,16839,144.0,Kuaishou
ORD004941,15159,76.36,nan
ORD004942,40336,96.18,App
ORD004943,4293,50.27,WeChat_Mini
ORD004944,17090,364.49,WeChat_Mini
ORD004945,19184,206.86,Douyin
ORD004946,11499,49.81,Douyin
ORD004947,3069,30.95,WeChat_Mini
ORD004948,14491,66.12,App
ORD004949,6479,127.43,WeChat_Mini
ORD004950,30335,109.09,App
ORD004951,21270,245.31,App
ORD004952,2713,169.34,Douyin
ORD004953,32838,195.52,Kuaishou
ORD004954,28952,116.92,Douyin
ORD004955,11471,29.62,WeChat_Mini
ORD004956,19301,76.97,App
ORD004957,4210,210.2,WeChat_Mini
ORD004958,5408,86.38,App
ORD004959,39225,134.62,WeChat_Mini
ORD004960,45277,69.76,WeChat_Mini
ORD004961,31453,39.49,App
ORD004962,19638,81.56,WeChat_Mini
ORD004963,34666,115.27,Kuaishou
ORD004964,31365,53.27,Kuaishou
ORD004965,40806,74.55,App
ORD004966,2660,42.45,Douyin
ORD004967,45463,220.39,WeChat_Mini
ORD004968,26309,71.12,Kuaishou
ORD004969,24373,287.78,App
ORD004970,28830,305.82,Douyin
ORD004971,45336,84.37,Kuaishou
ORD004972,1079,40.17,WeChat_Mini
ORD004973,31657,16.97,WeChat_Mini
ORD004974,2811,27.73,App
ORD004975,40284,29.99,App
ORD004976,24166,271.18,Kuaishou
ORD004977,39555,98.76,App
ORD004978,48538,122.94,Kuaishou
ORD004979,30546,15.24,WeChat_Mini
ORD004980,32733,34.52,WeChat_Mini
ORD004981,39779,183.03,Douyin
ORD004982,46970,113.23,WeChat_Mini
ORD004983,8963,80.02,App
ORD004984,34147,141.44,nan
ORD004985,39179,333.17,Douyin
ORD004986,10805,75.43,WeChat_Mini
ORD004987,23986,95.15,nan
ORD004988,9348,105.01,App
ORD004989,23077,610.14,WeChat_Mini
ORD004990,40457,16.79,App
ORD004991,31693,155.49,WeChat_Mini
ORD004992,7178,82.12,App
ORD004993,13254,141.66,WeChat_Mini
ORD004994,27575,53.2,App
ORD004995,49181,86.56,Kuaishou
ORD004996,13072,159.04,Kuaishou
ORD004997,19797,1086.08,WeChat_Mini
ORD004998,32664,171.82,App
ORD004999,3868,45.67,WeChat_Mini
ORD005000,9452,64.14,App
ORD005001,15767,62.63,WeChat_Mini
ORD005002,22193,21.4,WeChat_Mini
ORD005003,45212,69.13,App
ORD005004,43575,161.78,WeChat_Mini
ORD005005,45461,32.48,App
ORD005006,10487,208.26,Douyin
ORD005007,23662,132.98,App
ORD005008,36413,50.03,App
ORD005009,24488,80.38,WeChat_Mini
ORD005010,8410,323.32,Douyin
ORD005011,6316,161.88,WeChat_Mini
ORD005012,22650,90.65,WeChat_Mini
ORD005013,28861,74.43,App
ORD005014,13352,95.71,WeChat_Mini
ORD005015,21541,59.78,WeChat_Mini
ORD005016,49938,16.71,App
ORD005017,33616,461.16,App
ORD005018,8828,101.93,App
ORD005019,38768,123.78,App
ORD005020,8078,85.94,App
ORD005021,21359,49.99,WeChat_Mini
ORD005022,39927,77.58,WeChat_Mini
ORD005023,14976,25.04,Kuaishou
ORD005024,38936,556.5,App
ORD005025,3410,33.53,App
ORD005026,14706,39.43,App
ORD005027,23223,63.29,WeChat_Mini
ORD005028,16654,252.26,App
ORD005029,49109,91.07,App
ORD005030,10154,33.48,WeChat_Mini
ORD005031,8341,245.54,App
ORD005032,7467,161.55,WeChat_Mini
ORD005033,28400,138.48,Kuaishou
ORD005034,3186,159.59,App
ORD005035,27281,611.24,nan
ORD005036,3156,517.02,WeChat_Mini
ORD005037,10130,51.97,App
ORD005038,10910,330.01,App
ORD005039,22978,122.31,WeChat_Mini
ORD005040,10094,134.19,App
ORD005041,13368,23.25,WeChat_Mini
ORD005042,26823,78.55,Kuaishou
ORD005043,44886,46.98,Kuaishou
ORD005044,22186,174.59,WeChat_Mini
ORD005045,17586,212.06,App
ORD005046,43274,17.12,nan
ORD005047,39439,88.44,App
ORD005048,49219,220.85,Douyin
ORD005049,18630,77.53,App
ORD005050,27752,161.3,Kuaishou
ORD005051,45287,119.22,Kuaishou
ORD005052,14279,118.31,App
ORD005053,20849,72.45,App
ORD005054,47430,34.01,Kuaishou
ORD005055,30849,36.7,WeChat_Mini
ORD005056,11945,158.77,App
ORD005057,26063,91.43,App
ORD005058,30965,80.58,App
ORD005059,43412,64.13,nan
ORD005060,2156,70.52,App
ORD005061,25642,208.0,App
ORD005062,2611,68.84,nan
ORD005063,26165,30.79,App
ORD005064,19584,163.19,App
ORD005065,24017,76.41,Douyin
ORD005066,35022,92.31,Douyin
ORD005067,19331,325.73,Kuaishou
ORD005068,47664,88.55,App
ORD005069,9461,113.45,App
ORD005070,16772,35.05,Kuaishou
ORD005071,10027,75.51,Douyin
ORD005072,36231,146.59,WeChat_Mini
ORD005073,7376,25.94,WeChat_Mini
ORD005074,24694,105.71,Kuaishou
ORD005075,13313,97.58,App
ORD005076,2490,93.04,Douyin
ORD005077,35840,206.38,App
ORD005078,12537,117.63,Douyin
ORD005079,20489,293.67,App
ORD005080,46511,40.66,WeChat_Mini
ORD005081,24781,100.36,App
ORD005082,45808,96.31,App
ORD005083,20643,38.27,App
ORD005084,14234,193.45,Kuaishou
ORD005085,26728,578.1,Douyin
ORD005086,10973,88.8,Kuaishou
ORD005087,36317,134.83,Douyin
ORD005088,14877,96.31,App
ORD005089,34463,50.86,Douyin
ORD005090,36348,20.98,App
ORD005091,7837,51.18,Douyin
ORD005092,31095,29.56,Kuaishou
ORD005093,24276,351.88,Kuaishou
ORD005094,24483,82.1,App
ORD005095,27437,68.26,WeChat_Mini
ORD005096,27695,183.34,App
ORD005097,4926,36.69,WeChat_Mini
ORD005098,42840,48.74,App
ORD005099,24334,95.06,WeChat_Mini
ORD005100,11495,205.0,App
ORD005101,37833,134.47,App
ORD005102,15852,109.8,nan
ORD005103,11006,95.82,Douyin
ORD005104,4125,123.99,App
ORD005105,38334,105.78,App
ORD005106,6259,39.49,WeChat_Mini
ORD005107,3912,93.4,Kuaishou
ORD005108,46792,38.13,WeChat_Mini
ORD005109,39388,96.05,WeChat_Mini
ORD005110,28401,61.28,Douyin
ORD005111,32221,686.43,WeChat_Mini
ORD005112,10246,87.19,Kuaishou
ORD005113,18801,29.27,WeChat_Mini
ORD005114,43427,80.85,App
ORD005115,11020,136.39,WeChat_Mini
ORD005116,22679,343.33,WeChat_Mini
ORD005117,4901,56.17,WeChat_Mini
ORD005118,16316,25.38,WeChat_Mini
ORD005119,47485,173.03,Douyin
ORD005120,46001,29.83,App
ORD005121,15859,63.5,App
ORD005122,47209,73.25,App
ORD005123,30959,85.14,WeChat_Mini
ORD005124,36454,156.23,WeChat_Mini
ORD005125,30146,52.1,App
ORD005126,12730,72.31,WeChat_Mini
ORD005127,26646,89.0,App
ORD005128,46877,101.46,WeChat_Mini
ORD005129,15043,97.35,WeChat_Mini
ORD005130,7075,127.59,WeChat_Mini
ORD005131,31002,176.81,App
ORD005132,29336,123.24,App
ORD005133,21131,129.39,WeChat_Mini
ORD005134,21053,25.39,Douyin
ORD005135,49022,93.71,App
ORD005136,32508,132.11,Kuaishou
ORD005137,15412,161.28,App
ORD005138,38548,51.73,App
ORD005139,34998,53.13,App
ORD005140,4090,56.87,WeChat_Mini
ORD005141,31797,138.26,App
ORD005142,6483,205.84,App
ORD005143,14368,64.98,Douyin
ORD005144,3080,186.12,App
ORD005145,2118,99.36,Kuaishou
ORD005146,17791,81.5,WeChat_Mini
ORD005147,25063,76.01,Kuaishou
ORD005148,43577,163.58,Douyin
ORD005149,6355,116.8,App
ORD005150,49043,555.94,Douyin
ORD005151,26370,45.52,WeChat_Mini
ORD005152,17469,136.25,App
ORD005153,15281,58.95,WeChat_Mini
ORD005154,25755,44.91,App
ORD005155,27952,89.24,nan
ORD005156,37358,100.47,App
ORD005157,37148,929.4,WeChat_Mini
ORD005158,17952,77.69,nan
ORD005159,45256,36.45,WeChat_Mini
ORD005160,49311,111.99,WeChat_Mini
ORD005161,5857,17.12,Kuaishou
ORD005162,31797,83.63,App
ORD005163,40625,91.18,App
ORD005164,7445,169.98,App
ORD005165,2339,196.15,App
ORD005166,49776,60.17,App
ORD005167,17048,79.8,WeChat_Mini
ORD005168,3322,48.77,WeChat_Mini
ORD005169,38754,36.51,App
ORD005170,20478,115.34,Douyin
ORD005171,16818,32.5,WeChat_Mini
ORD005172,13338,64.61,App
ORD005173,49556,40.6,App
ORD005174,10819,139.73,WeChat_Mini
ORD005175,19626,380.37,Douyin
ORD005176,6437,31.78,App
ORD005177,3726,20.44,Douyin
ORD005178,2352,81.46,App
ORD005179,46178,91.15,Douyin
ORD005180,35356,107.22,App
ORD005181,10820,62.99,App
ORD005182,28293,76.67,WeChat_Mini
ORD005183,45070,120.78,Douyin
ORD005184,40643,206.92,App
ORD005185,40820,18.84,App
ORD005186,34847,67.01,nan
ORD005187,19280,106.81,App
ORD005188,4726,43.19,WeChat_Mini
ORD005189,27228,359.58,App
ORD005190,32147,54.15,App
ORD005191,43765,87.09,App
ORD005192,34059,140.45,App
ORD005193,12321,56.09,Douyin
ORD005194,18643,20.55,Kuaishou
ORD005195,31054,63.88,Kuaishou
ORD005196,47079,205.11,App
ORD005197,14837,68.75,WeChat_Mini
ORD005198,40250,45.73,WeChat_Mini
ORD005199,5689,188.77,App
ORD005200,43496,69.09,WeChat_Mini
ORD005201,16724,59.85,WeChat_Mini
ORD005202,9040,101.45,Kuaishou
ORD005203,47310,166.77,App
ORD005204,17800,605.09,WeChat_Mini
ORD005205,9987,174.48,App
ORD005206,16543,227.66,WeChat_Mini
ORD005207,48929,60.05,Kuaishou
ORD005208,36402,39.62,WeChat_Mini
ORD005209,30373,94.62,WeChat_Mini
ORD005210,20076,98.08,App
ORD005211,34522,37.98,App
ORD005212,5096,78.24,WeChat_Mini
ORD005213,45946,123.9,App
ORD005214,27045,120.1,App
ORD005215,42226,43507.18,App
ORD005216,49177,113.61,Kuaishou
ORD005217,19380,60.0,WeChat_Mini
ORD005218,28691,59.67,WeChat_Mini
ORD005219,45181,34.5,Douyin
ORD005220,45076,375.34,App
ORD005221,40199,90.99,Douyin
ORD005222,11490,75.2,Kuaishou
ORD005223,19847,42.82,Kuaishou
ORD005224,38472,942.49,App
ORD005225,20970,38.14,App
ORD005226,37672,63.87,App
ORD005227,45446,125.55,WeChat_Mini
ORD005228,49171,145.5,App
ORD005229,39289,193.71,App
ORD005230,47940,382.25,App
ORD005231,27508,134.95,WeChat_Mini
ORD005232,25836,38.67,WeChat_Mini
ORD005233,22986,73.29,App
ORD005234,12116,115.15,WeChat_Mini
ORD005235,45264,470.87,App
ORD005236,10681,29.42,nan
ORD005237,42223,235.58,Douyin
ORD005238,22250,103.95,App
ORD005239,2396,175.96,App
ORD005240,24707,82.96,App
ORD005241,23066,45.88,WeChat_Mini
ORD005242,9726,164.14,App
ORD005243,30022,151.95,Douyin
ORD005244,8458,195.91,App
ORD005245,37078,89.06,App
ORD005246,13937,55.71,nan
ORD005247,21180,25.87,nan
ORD005248,43217,173.38,WeChat_Mini
ORD005249,32325,126.36,Kuaishou
ORD005250,26291,41.57,nan
ORD005251,44164,58.51,WeChat_Mini
ORD005252,16275,61.97,App
ORD005253,20411,27.48,WeChat_Mini
ORD005254,26200,46.8,App
ORD005255,41690,36.34,WeChat_Mini
ORD005256,25670,64.72,App
ORD005257,34029,49.85,nan
ORD005258,49670,24.49,Douyin
ORD005259,43514,453.99,App
ORD005260,24639,245.19,Douyin
ORD005261,6835,48.27,Kuaishou
ORD005262,31325,111.94,WeChat_Mini
ORD005263,10577,125.71,WeChat_Mini
ORD005264,36717,233.43,App
ORD005265,48572,46.76,Douyin
ORD005266,7974,34238.71,WeChat_Mini
ORD005267,5300,58.07,Douyin
ORD005268,39474,30.92,Kuaishou
ORD005269,49191,160.66,WeChat_Mini
ORD005270,18652,252.8,App
ORD005271,24494,713.6,App
ORD005272,26489,34.47,Douyin
ORD005273,18054,157.45,Kuaishou
ORD005274,34796,64.86,Kuaishou
ORD005275,37661,168.46,App
ORD005276,14959,27.76,App
ORD005277,2965,32.78,App
ORD005278,5118,48.39,App
ORD005279,10263,95.89,App
ORD005280,6018,53.9,WeChat_Mini
ORD005281,36221,152.51,App
ORD005282,33602,204.69,App
ORD005283,6308,145.43,App
ORD005284,48612,328.66,WeChat_Mini
ORD005285,17985,125.54,App
ORD005286,38356,34.0,Douyin
ORD005287,8000,267.92,WeChat_Mini
ORD005288,11212,55.47,Douyin
ORD005289,21383,186.48,WeChat_Mini
ORD005290,30379,317.03,Douyin
ORD005291,21851,129.72,Douyin
ORD005292,31992,27.2,Douyin
ORD005293,25601,43.18,WeChat_Mini
ORD005294,29396,259.35,WeChat_Mini
ORD005295,12809,78.63,App
ORD005296,1759,95.93,App
ORD005297,13793,165.18,WeChat_Mini
ORD005298,17173,157.13,App
ORD005299,27598,112.51,Douyin
ORD005300,10617,76.18,App
ORD005301,1526,70.1,App
ORD005302,15743,178.81,Kuaishou
ORD005303,33528,140.17,App
ORD005304,35399,73.27,Douyin
ORD005305,15792,213.94,App
ORD005306,17718,81.19,App
ORD005307,13164,45.54,App
ORD005308,40378,49.05,WeChat_Mini
